296,3.652,9.7
297,3.739,9.7
298,3.783,9.7
299,3.739,9.7
300,3.87,9.7
301,3.783,9.7
302,3.696,9.7
303,3.478,9.7
304,3.565,9.7
305,3.565,9.7
306,3.565,9.7
307,3.682,9.7
308,3.217,9.7
309,3.261,9.7
310,2.957,9.7
311,2.696,9.7
312,2.696,9.7
313,2.696,9.7
314,2.826,9.7
315,3.13,9.7
316,3.391,9.7
317,3.522,9.7
318,3.522,9.7
319,3.652,9.7
320,4.136,9.7
321,3.682,9.7
322,3.696,9.7
323,3.696,9.7
324,3.478,9.7
